review_comment_message,review_score
otimo custo beneficio com qualidade,5
veio apenas a metade do pedido ,1
amei realizar compras junto a vcs foram perfeito que n o mude ,5
recebi o pedido no prazo e como esperado ,4
n o recebi o produto corretamente  foi enviado outro modelo  n o consigo contato com o baratheon e somente contato por e mail com o parceiro baratheon  estou no aguardo da resposta ,1
comprei   fatiadores e recebi somente    e agora     como devo proceder   ,1
bons produtos  muito bonitos  entrega r pida   e com bom preco ,5
o produto foi entregue bem embalado  em  timo estado  o  nico problema s o os correios  que demoram muito  foram    duas para receber o produto  mas   uma  tima loja e eu recomendaria para amigos ,4
no pedido esta como cancelado confome pedido  mas eu nao pedi  desejo meu produto   segunda entrarei em contato com o procon,1
muito bom,4
 timo   ,5
fui surpreendida com a entrega   dias depois da compra  incr vel     obrigada ,5
produto al m da expectativa        ,5
demorou muito tempo para chegar depois do pagamento  eu acho que pode se optimizar melhor o tempo de entrega ,4
s  chegou o acoplamento dos carro  o carrinho e bebe conforto n o veio ,1
produto entregue em perfeita condi  es  ,5
muito bom  continuem assim,5
itens bons  funcionar o corretamente   itens de boa qualidade ,4
produto entregue errado  comprei um produto recebi outro totalmente diferente ,1
conforme o esperado,5
cortina exatamente como no pedido ,4
como vou avaliar se ainda n o foi entregue ,3
produto de  tima qualidade ,5
demora na entrega,1
muito bom o produto recomendo,5
gostei do produto e da agilidade da entrega,5
otima,4
excele compra  ,5
o produto nizzio amore hidrata  o avan ada    g lacqua di fiori foi entregue no dia            mas o inizzio amore golden classics    ml lacqua di fiori n o foi entregue    espero uma resposta ,1
produto bom  mas o pegador da tampa   de pl stico  a dobradi a dela tamb m e ele   bem menor do que parece na foto  no resto   bom ,5
produto de  tima custo benef cio  porem a loja vendeu sem ter em ostoque e demorou mais de    dias para entrar em contato para fazer a troca por um produto dispon vel ,2
 timo produto,5
veio tudo certinho   irei comprar sempre da     super recomendo       ,5
o papel   lindo  chegou bem antes do prazo  d  um trabalhinho pra por  mas ficou lindo demais  ,5
 timo produto  cumpre o que diz  do jeitinho do anuncio ,5
muito bom,4
meu produto n o chegou e n o obtive resposta sabe loja sobre o atraso e quando o mesmo ser  entregue ,1
n o recebi o produto ainda  j  passou do prazo estipulado pela loja  s  me informaram que o produto n o chegou em porto   alegre  que houve um imprevisto ,2
j  solicitei a troca   pois o produto vendido pela loja n o   id neo,1
material entregue dentro do prazo  faltou o principal   o aparelho celular deveriam ter me informado o motivo pelo qual nao foi aprovado o pagamento ,3
entrege antes do prazo,4
cara n o tem nem o que falar  foi impressionante a rapidez na entrega  recomendo a todos ,5
amei o pendente  lindo   relativamente barato,5
veio com um defeito no acr lico que fica bem aparente  ,2
excelente parceiro ,5
simplesmente ameiiiii    produto de  tima qualidade,5
grande e confort vel ,5
excelente ,5
muito bom,5
rel gio com pulseira quebrada  j  enviado para reparos em um relojoeiro para evitar perda de tempo visto ser um produto bonito  sem embalagem  manual ou garantia ,3
boa loja,4
no status do meu pedido estava  dificuldade na entrega  entrei em contato e disseram que em    hs iriam retornar  s  que o retorno aconteceu uma semana depois e sem novo prazo para entrega  ,1
o produto chegou em perfeito estado  no momento est  funcionando bem  a  nica observa  o   para a bateria que descarrega r pido  a entrega foi super r pida e me surpreendeu,4
o vendedor compre com o que diz no site  o produto chegou dentro do prazo e e de  tima qualidade ,5
produto super confort vel e muito bonito ,5
recebi super r pido  e em  timo estado  ,5
tudo entregue antes da data    produto de extrema qualidade    absurdo de otimo,5
h  como me atualizar quando ser  entregue este produto ,1
valor do frete muito alto,1
pedido entregue no prazo ,5
produto muito bom  em perfeito estado  entrega r pida  recomendo ,5
tudo certo e  timo  ,5
produto de boa qualidade mas que n o serviu em minha cama  j  fiz a reforma  pensei que fosse uma saia e n o um tecido interi o  e ficou bonito  prazo para entrega muito demorado     dias ,3
r pida  recomendo,5
entrega super r pida  parab ns ,5
produto perfeito  chegou antes do prazo  adorei,5
entrega r pida e o produto dentro do esperado  recomendo ,4
ainda n o emitiu nota fiscal do produto  produto pago em              hoje              ,1
muito bom,5
parabens foi entregue,5
recomendo,5
era pra chegar em   dias  teis por m n o foi entregue ainda,3
recebi antes do prazo e achei otimo ,4
o lustre veio totalmente quebrado  o vidro chegou todo estra alhando,1
paguei a vista na pr pria lojas lannister  demorou s  para emitir a nota  depois demorou muito para come ar a transportar  e ainda n o recebi mesmo j  tendo passado da data prevista para entrega,1
eu amei e igual a foto e chegou antes do prazo super recomendo muito feliz    ,5
ja   a segunda vez que pe o esta carteira e n o me entregam,1
produto de excelente qualidade entrega super rapida adorei ,5
recebi dentro do prazo estimado   muito bom recomendo ,5
n o   apenas o fato de n o acompanhar a curvatura da tela  mas falta pelo menos    cm para cobrir toda frente do celular  fica feio demais no aparelho   n o recomendo  ,2
r pida entrega porem colocaram s  meu primeiro nome foi dif cil fazer a retirada no correio,5
muito ruim,1
recebi antes do prazo amei o produto,5
produto chegou bem antes do prazo por m est  com defeito  j  postei devolvendo ,1
produto chegou conforme a data prevista  e vem antes do prazo  entrega correta  recomendo ,5
ok  novinho   ainda nao instalei  ,5
entregue no prazo ,5
ainda nao testei o produto  mas a compra e entrega foram ok,5
conforme foto do produto  comprei um frasco com     c psulas  mas foi me entregue somente um frasco com    c psulas ,1
comprei um caminh o brutus vermelho de presente para meu filho e recebi uma escova de dentes  quero que esta situa  o se resolva o mais r pido poss vel  pois o anivers rio do meu menino j  foi e a fru,1
adorei o produto  chegou antes do prazo  ,5
super recomendo  produto otimo e entrega antes do previsto ,5
pedi duas unidades de longarinas de dois assentos cada  chegou s  uma ontem ,3
entregou antes do prazo   timo ,5
o produto entregue   diferente da foto vem com el stico e sem buraco para entrar queria devolver,1
tudo perfeito ,5
comprei o produtor para fazer meu curso de barbeiro  enquanto estava cortando meu primeiro cabelo  apos o uso da tesoura vi que ela era     e n o     como no titulo do produto adquirido ,3
produto excelente ,5
 tima loja recomendo,5
entregue corretamente,2
produto muito legal  igual   foto  ,5
est  faltando um relogio ,1
estou esperando a entrega que por sinal ja passou do prazo de entrega  ,1
at  o momento tudo formid vel,4
adorei meu produto tudo em ordem e no tempo certo,5
produto entregue no prazo recomendo o site,5
recebi muito antes do que esperava ,5
o produto foi entregue e recomendo o vendedor,5
muito boa,5
tudo certo ,4
so n o gostei pois comprei outros produtos juntos e o frete ficou gratis so que depois veio cobrando no cart o de credito o frete ,4
n o consegui resposta de ningu m para saber sobre o estado da minha encomenda ou informar motivo do atraso ,1
produto entregue no prazo sem dor de cabe a como deve ser ,5
recebi o produto no prazo e bem embalado ,5
ainda estou na espera do produto,1
recebi apenas o shampoo  est  faltando o condicionador  gostaria de saber o que aconteceu,3
entrega r pida e produto  timo,5
adorei comprar na baratheon  recebi o produto no prazo  bem embalado tudo certinho ,5
j ia  prazo entrega  material  wish ,5
solicitei a devolu  o mas j  se passaram as   h e ainda n o recebi retorno ,2
 timo,5
otimo produto,5
entregou fora do prazo  e o produto veio amassado,3
recebi o produto dizendo que era de fundo rosqueado e quando chegou percebi que o fundo   parafusado  n o gostei ,1
tudo ok,4
comprei a mala vermelha e veio preta,3
chegou em perfeito estado ,5
excelente,5
a cortina e meio fraquinha  em quest o de qualidade o acabamento deixou a desejar  tudo bem que seja barata mais deixou a desejar,3
produto muito bem embalado e entregue dentro do prazo ,5
demora entrega,3
o produto foi entregue porem faltando para as   cadeiras a pe a flange assim impossibilitando a montagem do mesmo ,2
comnprei    transformadores de    w da marca bak modelo bk     e o que chegou em minha resid ncia foi    transformadores de   w de uma outra marca e modelo  estou muito insatisfeito com a stark ,1
muito bom  recebi antes do prazo estipulado,5
veio faltando o carregador portatil,5
ainda n o testei  mas o produto aparenta ser de boa qualidade e cumpre com as minhas expectativas ,4
produto de baixa qualidade ,3
entrega r pida  tudo certo ,5
recebi no prazo estipulado  quanto ao produto ainda n o tive a oportunidade de usar  para externar minha avalia  o ,4
amei o produto  o pre o tbm foi bom  a entrega foi muito antes da data prevista  isto   algo que gosto na lojas lannister  sempre entregam bem antes da data prevista  parab ns a loja  ,5
comprei um produto bem mais caro e recebi um outro produto de valor bem menor e totalmente diferente do que comprei ,1
produto bonito,5
o produto chegou quebrado  a caixa estava como se tivesse sido aberta diversas vezes ,1
parab ns ao stark com  recebi o produto bem antes do prazo estipulado  recomendo ,5
ok,4
do jeito que imaginei   e entrega super r pida  ,5
produto n o foi entregue  rastreei e dizia como produto perdido entrei em contato com a loja fornecedora que me falou que estava tudo ok  sendo assim cancelei meu pedido e aguardo meu dinheiro  ,2
  muito chato  quando recebemos um produto fora da data marcada para receber e pra piorar ainda veio com defeito        ,2
adorei o produto e o carinho o brinde ,5
tudo que eu compro chega bem antes do prazo  esse era pra chegar dia       e recebi dia         super recomendo ,5
minha mercadoria n o chegou e ningu m entrou em contato para resolver nada   ,3
ainda nao recebi minha mercadoria ,1
produto entregue muito r pido  fiquei muito satisfeita obrigada  ,5
bom  ,5
fiquei muito satisfeito com o produto original chegou antes do prazo recomendo a loja,5
recomendo sim essa loja  veio td corretamente at  td que comprei aqui  pois a concorrente de vcs pisaram na bola e n o compro mais nela   ,5
a avalia  o na minha primeira compra  foi ruim  ,1
excelente produto  chegou rapido e alem das expectativas  ,5
comprei um combo composto por carrinho   mois s   beb  conforto   adaptador    somente foi entregue o carrinho  os demais  tens n o vieram ,1
houve problema com o envio  fiz o cancelamento quando o produto estava voltando para o vendedor  e n o tive o retorno ainda  voltei a cancelar e estou guardando ,1
pel cula p ssima qualidade ,3
gostei do produto e recomendo o site ,5
a loja deveria prestar mais aten  o nos  tens do pedido antes de enviar ao cliente ,1
a cor do produto no site   mais claro que o produto f sico  parece ter diferen a no tipo de tecido  ,1
j  sou cliente da americas faz tempo  nunca tive problemas  por m  esta loja  targaryen   foi a minha primeira compra e n o recomendo  pois n o cumprem para de entrega estabelecido   ,1
preciso que envie meu produto at  dia    sem falta,1
produto de boa qualidade,5
gostei de comprar    tudo  timo ,5
bom produto e chegou rapido,4
prazo de entrega superou a expectativa   excelente trabalho da loja,5
eu comprei dois kits cobre leito  s  chegou um,1
o produto ainda n o chegou    ,1
permitiu concluir a compra  mas n o tinha o produto em estoque  maior canseira para receber o dinheiro de volta ,1
recebi o produto com    dias de anteced ncia em rela  o ao prazo final de entrega  recomendo,5
a compra chegou bem antes do orazo informado  ,5
poderia ser mais r pida a entrega ,3
tudo conf acordado,4
comprei um quadro mes passado  falaram q iria chegar no comeco do mes mais ate ahora nada,3
produto perfeito  instalei a transmiss o na minha maquina ficou otima   entrega muito r pida  recomendo loja  ,5
bom,5
muito bom,5
tudo nos conformes recebido direito ,5
nao recomendo pois n o recebi o produto e tambem n o consigo o resarcimento do produto ,1
gostei  rapida entrega   o produto chegou at  antes do prazo previsto   obrigado    ,5
adorei o produto,5
loja boa  pena q aconteceu esse emprego s o ,5
